model,group_attribute,group,feature,mean_abs_shap,mean_shap,n_rows
hyperparameter_tuned | CatBoost,housing_status,BA,device_os,0.46997053837726216,0.07314284824136208,278
hyperparameter_tuned | CatBoost,housing_status,BB,date_of_birth_distinct_emails_4w,0.11410834075124988,0.05913798304833257,460
hyperparameter_tuned | CatBoost,housing_status,BB,velocity_4w,0.11164867430516565,0.015840127436781516,460
hyperparameter_tuned | CatBoost,housing_status,BB,days_since_request,0.09251255484683023,-0.03275402281152575,460
hyperparameter_tuned | CatBoost,housing_status,BB,velocity_24h,0.08639023204462445,-0.06565254796861987,460
hyperparameter_tuned | CatBoost,housing_status,BC,device_os,0.44018105569787547,-0.035177950643581146,450
hyperparameter_tuned | CatBoost,housing_status,BC,has_other_cards,0.4087567809036548,0.006724785821672858,450
hyperparameter_tuned | CatBoost,housing_status,BC,prev_address_months_count,0.3648331264902909,-0.0864228705670977,450
hyperparameter_tuned | CatBoost,housing_status,BC,current_address_months_count,0.36001534342862473,-0.13676085631284235,450
hyperparameter_tuned | CatBoost,housing_status,BC,phone_home_valid,0.3585042466768095,0.00425204072238273,450
hyperparameter_tuned | CatBoost,housing_status,BC,name_email_similarity,0.3406201281266972,0.06379054126959878,450
hyperparameter_tuned | CatBoost,housing_status,BC,keep_alive_session,0.31865974797697194,-0.023506393512224496,450
hyperparameter_tuned | CatBoost,housing_status,BC,income,0.30616670445139604,0.1165000342254378,450
hyperparameter_tuned | CatBoost,housing_status,BC,intended_balcon_amount,0.263643320467939,-0.04847710607206632,450
hyperparameter_tuned | CatBoost,housing_status,BC,customer_age,0.1877502906833221,-0.014221613275045512,450
hyperparameter_tuned | CatBoost,housing_status,BC,employment_status,0.18522076405032492,0.029569443326107846,450
hyperparameter_tuned | CatBoost,housing_status,BC,bank_branch_count_8w,0.18431134493312587,-0.013059683572289305,450
hyperparameter_tuned | CatBoost,housing_status,BC,housing_status,0.18369737738070846,-0.18369737738070846,450
hyperparameter_tuned | CatBoost,housing_status,BC,email_is_free,0.13309935226019795,-0.0017054340578147688,450
hyperparameter_tuned | CatBoost,housing_status,BC,credit_risk_score,0.1220679518071674,0.0027866338928663327,450
hyperparameter_tuned | CatBoost,housing_status,BC,email_free__source,0.12124117719160388,-0.0024213244737128453,450
hyperparameter_tuned | CatBoost,housing_status,BC,velocity_4w,0.11401478691510614,0.02927571943417536,450
hyperparameter_tuned | CatBoost,housing_status,BC,velocity_24h,0.09333421224437703,-0.06830485578366675,450
hyperparameter_tuned | CatBoost,housing_status,BC,days_since_request,0.08926432126749656,-0.002003906913428752,450
hyperparameter_tuned | CatBoost,housing_status,BC,date_of_birth_distinct_emails_4w,0.08026275702557598,0.01860202662624091,450
hyperparameter_tuned | CatBoost,housing_status,BD,device_os,0.4590764447304118,0.035262848960922466,47
hyperparameter_tuned | CatBoost,housing_status,BD,has_other_cards,0.4292554075019402,-0.014794789157778541,47
hyperparameter_tuned | CatBoost,housing_status,BD,phone_home_valid,0.34968824194653586,0.015401130462243959,47
hyperparameter_tuned | CatBoost,housing_status,BD,current_address_months_count,0.3356909271627016,0.07312139923849074,47
hyperparameter_tuned | CatBoost,housing_status,BD,keep_alive_session,0.33181563784556384,0.02296585683582353,47
hyperparameter_tuned | CatBoost,housing_status,BD,name_email_similarity,0.32925872183669325,0.16537160550394167,47
hyperparameter_tuned | CatBoost,housing_status,BD,prev_address_months_count,0.3192007733345246,0.016337531077701032,47
hyperparameter_tuned | CatBoost,housing_status,BD,income,0.30606484693955327,0.054561343919062234,47
hyperparameter_tuned | CatBoost,housing_status,BD,intended_balcon_amount,0.2638731738057097,0.014784572317846984,47
hyperparameter_tuned | CatBoost,housing_status,BD,customer_age,0.20970724155178266,0.07447203549547853,47
hyperparameter_tuned | CatBoost,housing_status,BD,bank_branch_count_8w,0.19534427641602017,-0.03404194728514086,47
hyperparameter_tuned | CatBoost,housing_status,BD,employment_status,0.16441235357644227,0.06969190124451304,47
hyperparameter_tuned | CatBoost,housing_status,BD,email_is_free,0.12720816809786714,0.008127079469093275,47
hyperparameter_tuned | CatBoost,housing_status,BD,credit_risk_score,0.12642011777674364,0.015606220134669552,47
hyperparameter_tuned | CatBoost,housing_status,BD,velocity_4w,0.1202343457173317,0.03616825800181744,47
hyperparameter_tuned | CatBoost,housing_status,BD,email_free__source,0.11897769126649461,0.009648349784997592,47
hyperparameter_tuned | CatBoost,housing_status,BD,date_of_birth_distinct_emails_4w,0.10960046023119766,0.09048655730546197,47
hyperparameter_tuned | CatBoost,housing_status,BD,housing_status,0.10837072649725843,0.08453143667497498,47
hyperparameter_tuned | CatBoost,housing_status,BD,days_since_request,0.10141581443184969,-0.008630489651321856,47
hyperparameter_tuned | CatBoost,housing_status,BD,velocity_24h,0.07908220064040092,-0.05527133324312643,47
hyperparameter_tuned | CatBoost,housing_status,BE,device_os,0.4174726250566044,-0.03203093419693167,260
hyperparameter_tuned | CatBoost,housing_status,BE,phone_home_valid,0.3470484883233015,0.03317956939716438,260
hyperparameter_tuned | CatBoost,housing_status,BE,has_other_cards,0.3295114677357517,0.08974173918957712,260
hyperparameter_tuned | CatBoost,housing_status,BE,keep_alive_session,0.32077839089380733,-0.010340507803306113,260
hyperparameter_tuned | CatBoost,housing_status,BE,housing_status,0.32075662355205986,0.32075662355205986,260
hyperparameter_tuned | CatBoost,housing_status,BE,name_email_similarity,0.3182797986559788,0.014369430963498998,260
hyperparameter_tuned | CatBoost,housing_status,BE,customer_age,0.306724189702454,-0.23406853933798255,260
hyperparameter_tuned | CatBoost,housing_status,BE,income,0.2961876524473353,-0.019726104038335763,260
hyperparameter_tuned | CatBoost,housing_status,BE,current_address_months_count,0.26693616896958705,0.09417925241154428,260
hyperparameter_tuned | CatBoost,housing_status,BE,prev_address_months_count,0.2590630643486989,0.11823429020930783,260
hyperparameter_tuned | CatBoost,housing_status,BE,intended_balcon_amount,0.24027656243564896,-0.030682032499820468,260
hyperparameter_tuned | CatBoost,housing_status,BE,bank_branch_count_8w,0.2006988543389055,-0.004926644604909632,260
hyperparameter_tuned | CatBoost,housing_status,BE,employment_status,0.17081535708115894,0.06521126684757908,260
hyperparameter_tuned | CatBoost,housing_status,BE,email_is_free,0.1300200153728962,-0.027520483772283565,260
hyperparameter_tuned | CatBoost,housing_status,BE,email_free__source,0.12245994247846441,-0.02360052224012847,260
hyperparameter_tuned | CatBoost,housing_status,BE,credit_risk_score,0.11584548109251551,-0.016163721804674683,260
hyperparameter_tuned | CatBoost,housing_status,BE,velocity_4w,0.11205614737862336,0.015746823729452665,260
hyperparameter_tuned | CatBoost,housing_status,BE,days_since_request,0.08847296254508799,-0.009504238105387587,260
hyperparameter_tuned | CatBoost,housing_status,BE,velocity_24h,0.08161962143365828,-0.05616143955591351,260
hyperparameter_tuned | CatBoost,housing_status,BE,date_of_birth_distinct_emails_4w,0.05737048450959258,-0.014026006577376834,260
hyperparameter_tuned | CatBoost,housing_status,BF,name_email_similarity,0.4669695741429235,0.3751688202564605,4
hyperparameter_tuned | CatBoost,housing_status,BF,income,0.39810697357444436,0.23520849524066867,4
hyperparameter_tuned | CatBoost,housing_status,BF,phone_home_valid,0.37487694020512696,-0.2299069909579755,4
hyperparameter_tuned | CatBoost,housing_status,BF,intended_balcon_amount,0.3508158453043726,-0.21742891484457616,4
hyperparameter_tuned | CatBoost,housing_status,BF,device_os,0.32714791312187197,-0.32714791312187197,4
hyperparameter_tuned | CatBoost,housing_status,BF,keep_alive_session,0.2912508741893648,-0.11266842828433923,4
hyperparameter_tuned | CatBoost,housing_status,BF,has_other_cards,0.25418106575818905,0.25418106575818905,4
hyperparameter_tuned | CatBoost,housing_status,BF,prev_address_months_count,0.23172141436486696,0.23172141436486696,4
hyperparameter_tuned | CatBoost,housing_status,BF,current_address_months_count,0.22139233081698592,0.03158988921017555,4
hyperparameter_tuned | CatBoost,housing_status,BF,employment_status,0.17086069873070045,0.0014445610570329726,4
hyperparameter_tuned | CatBoost,housing_status,BF,bank_branch_count_8w,0.14316518159761543,-0.029094222964249242,4
hyperparameter_tuned | CatBoost,housing_status,BF,customer_age,0.13889452048676093,0.1313242022439272,4
hyperparameter_tuned | CatBoost,housing_status,BF,email_is_free,0.13841150342635633,-0.06662577380460763,4
hyperparameter_tuned | CatBoost,housing_status,BF,days_since_request,0.1363989686596782,0.017587998570927972,4
hyperparameter_tuned | CatBoost,housing_status,BF,email_free__source,0.12573182444311895,-0.07340300178696488,4
hyperparameter_tuned | CatBoost,housing_status,BF,velocity_4w,0.1250822823348884,0.05347573584876084,4
hyperparameter_tuned | CatBoost,housing_status,BF,housing_status,0.12428670507289488,0.12428670507289488,4
hyperparameter_tuned | CatBoost,housing_status,BF,date_of_birth_distinct_emails_4w,0.1122755039328821,0.04932117305986928,4
hyperparameter_tuned | CatBoost,housing_status,BF,velocity_24h,0.09082141335058276,-0.09082141335058276,4
hyperparameter_tuned | CatBoost,housing_status,BF,credit_risk_score,0.058463452297597654,-0.039223755527958905,4
hyperparameter_tuned | CatBoost,housing_status,BG,has_other_cards,0.8516354353361519,-0.8516354353361519,1
hyperparameter_tuned | CatBoost,housing_status,BG,customer_age,0.42746333509367024,0.42746333509367024,1
hyperparameter_tuned | CatBoost,housing_status,BG,phone_home_valid,0.422903117466798,-0.422903117466798,1
hyperparameter_tuned | CatBoost,housing_status,BG,current_address_months_count,0.40708035856415076,0.40708035856415076,1
hyperparameter_tuned | CatBoost,housing_status,BG,intended_balcon_amount,0.3889418986163046,-0.3889418986163046,1
hyperparameter_tuned | CatBoost,housing_status,BG,bank_branch_count_8w,0.3487451892641233,0.3487451892641233,1
hyperparameter_tuned | CatBoost,housing_status,BG,keep_alive_session,0.3442540763082573,-0.3442540763082573,1
hyperparameter_tuned | CatBoost,housing_status,BG,income,0.2984573677622648,-0.2984573677622648,1
hyperparameter_tuned | CatBoost,housing_status,BG,device_os,0.27465312335210806,-0.27465312335210806,1
hyperparameter_tuned | CatBoost,housing_status,BG,name_email_similarity,0.22397392143233433,-0.22397392143233433,1
hyperparameter_tuned | CatBoost,housing_status,BG,prev_address_months_count,0.20947528360115858,0.20947528360115858,1
hyperparameter_tuned | CatBoost,housing_status,BG,housing_status,0.18576303102474323,0.18576303102474323,1
hyperparameter_tuned | CatBoost,housing_status,BG,employment_status,0.1272135190598924,0.1272135190598924,1
hyperparameter_tuned | CatBoost,housing_status,BG,email_is_free,0.11760208593272412,-0.11760208593272412,1
hyperparameter_tuned | CatBoost,housing_status,BG,velocity_4w,0.10874180274603708,0.10874180274603708,1
hyperparameter_tuned | CatBoost,housing_status,BG,email_free__source,0.10527615808340976,-0.10527615808340976,1
hyperparameter_tuned | CatBoost,housing_status,BG,credit_risk_score,0.0942800288160659,-0.0942800288160659,1
hyperparameter_tuned | CatBoost,housing_status,BG,days_since_request,0.04917744711134671,-0.04917744711134671,1
hyperparameter_tuned | CatBoost,housing_status,BG,velocity_24h,0.04566514568502233,0.04566514568502233,1
hyperparameter_tuned | CatBoost,housing_status,BG,date_of_birth_distinct_emails_4w,0.01040890262649073,0.01040890262649073,1
hyperparameter_tuned | CatBoost,device_os,linux,has_other_cards,0.40662869209756103,-0.01231732552296145,434
hyperparameter_tuned | CatBoost,device_os,linux,phone_home_valid,0.36660083800096754,-0.04685144310947029,434
hyperparameter_tuned | CatBoost,device_os,linux,name_email_similarity,0.34487487380827353,0.08277568562760844,434
hyperparameter_tuned | CatBoost,device_os,linux,device_os,0.34172512929269566,-0.34172512929269566,434
hyperparameter_tuned | CatBoost,device_os,linux,prev_address_months_count,0.332658813195577,-0.0019350152508392352,434
hyperparameter_tuned | CatBoost,device_os,linux,current_address_months_count,0.3311567233079273,-0.01764985537929259,434
hyperparameter_tuned | CatBoost,device_os,linux,keep_alive_session,0.3214443772663747,-0.03821501049451528,434
hyperparameter_tuned | CatBoost,device_os,linux,income,0.31456201513086884,0.06473532824896105,434
hyperparameter_tuned | CatBoost,device_os,linux,housing_status,0.2417998081588677,-0.02513157799259523,434
hyperparameter_tuned | CatBoost,device_os,linux,intended_balcon_amount,0.2332787063584788,0.022281333918383262,434
hyperparameter_tuned | CatBoost,device_os,linux,customer_age,0.19387516619503573,0.005607220910345843,434
hyperparameter_tuned | CatBoost,device_os,linux,bank_branch_count_8w,0.193632662526029,0.009618552328069846,434
hyperparameter_tuned | CatBoost,device_os,linux,employment_status,0.19129675524327536,0.01777089796119616,434
hyperparameter_tuned | CatBoost,device_os,linux,email_is_free,0.13145702758414798,0.015250497554862656,434
hyperparameter_tuned | CatBoost,device_os,linux,credit_risk_score,0.13035922657897644,0.01633942142382598,434
hyperparameter_tuned | CatBoost,device_os,linux,email_free__source,0.12055787732766496,0.015706914143878484,434
hyperparameter_tuned | CatBoost,device_os,linux,velocity_4w,0.11340517219919552,0.01231360868353509,434
hyperparameter_tuned | CatBoost,device_os,linux,date_of_birth_distinct_emails_4w,0.09699029976280851,0.04391194039674922,434
hyperparameter_tuned | CatBoost,device_os,linux,velocity_24h,0.08965797434468915,-0.06857664056228463,434
hyperparameter_tuned | CatBoost,device_os,linux,days_since_request,0.08875500013817418,-0.009053833903828051,434
hyperparameter_tuned | CatBoost,device_os,macintosh,device_os,0.44619233391752894,0.44619233391752894,95
hyperparameter_tuned | CatBoost,device_os,macintosh,has_other_cards,0.35427081360807605,0.07899110476505519,95
hyperparameter_tuned | CatBoost,device_os,macintosh,keep_alive_session,0.34593564589609727,0.01198873137565076,95
hyperparameter_tuned | CatBoost,device_os,macintosh,phone_home_valid,0.3426522661030382,0.048878920596861324,95
hyperparameter_tuned | CatBoost,device_os,macintosh,name_email_similarity,0.3272442757999347,0.03685966381066836,95
hyperparameter_tuned | CatBoost,device_os,macintosh,prev_address_months_count,0.3184163324690788,-0.02550387715576395,95
hyperparameter_tuned | CatBoost,device_os,macintosh,current_address_months_count,0.31800578782496636,-0.08106150184659713,95
hyperparameter_tuned | CatBoost,device_os,macintosh,income,0.30316388677344414,0.09194196332252537,95
hyperparameter_tuned | CatBoost,device_os,macintosh,intended_balcon_amount,0.24611595131038216,-0.046421974904669754,95
hyperparameter_tuned | CatBoost,device_os,macintosh,customer_age,0.2418578823148914,-0.09744899946021718,95
hyperparameter_tuned | CatBoost,device_os,macintosh,housing_status,0.23116464309696638,0.06400629181816937,95
hyperparameter_tuned | CatBoost,device_os,macintosh,bank_branch_count_8w,0.21007922286283026,0.0060990003620248635,95
hyperparameter_tuned | CatBoost,device_os,macintosh,employment_status,0.1935904791888225,-0.006407578900904867,95
hyperparameter_tuned | CatBoost,device_os,macintosh,email_is_free,0.13780352727924236,-0.027066107469727943,95
hyperparameter_tuned | CatBoost,device_os,macintosh,email_free__source,0.12142149227884312,-0.026733508777920325,95
hyperparameter_tuned | CatBoost,device_os,macintosh,credit_risk_score,0.11874100615857888,0.02224415860206682,95
hyperparameter_tuned | CatBoost,device_os,macintosh,velocity_4w,0.1056073250949088,0.009900797144402437,95
hyperparameter_tuned | CatBoost,device_os,macintosh,date_of_birth_distinct_emails_4w,0.08862097851062725,0.03349027998584322,95
hyperparameter_tuned | CatBoost,device_os,macintosh,velocity_24h,0.08600705708921975,-0.059821150515384905,95
hyperparameter_tuned | CatBoost,device_os,macintosh,days_since_request,0.06913245459353855,-0.006714709309697285,95
hyperparameter_tuned | CatBoost,device_os,other,has_other_cards,0.39396205569644266,0.006259705985136895,611
hyperparameter_tuned | CatBoost,device_os,other,phone_home_valid,0.35784264932015625,-0.004656271513213044,611
hyperparameter_tuned | CatBoost,device_os,other,device_os,0.33753431738518963,-0.33753431738518963,611
hyperparameter_tuned | CatBoost,device_os,other,name_email_similarity,0.3302659630142378,0.07559078689891487,611
hyperparameter_tuned | CatBoost,device_os,other,keep_alive_session,0.32233657657965376,-0.003374253813018566,611
hyperparameter_tuned | CatBoost,device_os,other,current_address_months_count,0.31642814717144124,0.047397740845221754,611
hyperparameter_tuned | CatBoost,device_os,other,income,0.31115337380147756,0.09263785375110403,611
hyperparameter_tuned | CatBoost,device_os,other,prev_address_months_count,0.30829506357804515,0.04363926841651983,611
hyperparameter_tuned | CatBoost,device_os,other,housing_status,0.25429193871504646,0.016526439619937456,611
hyperparameter_tuned | CatBoost,device_os,other,intended_balcon_amount,0.2423254974780041,-0.01745404838947303,611
hyperparameter_tuned | CatBoost,device_os,other,customer_age,0.22619399325504416,-0.017402457432804736,611
hyperparameter_tuned | CatBoost,device_os,other,bank_branch_count_8w,0.20365079641238512,0.007442401398851022,611
hyperparameter_tuned | CatBoost,device_os,other,employment_status,0.1849650363526241,0.033001742945182176,611
hyperparameter_tuned | CatBoost,device_os,other,email_is_free,0.13394724972915836,-0.03892055936720087,611
hyperparameter_tuned | CatBoost,device_os,other,credit_risk_score,0.12834341653094547,0.014129933473652845,611
hyperparameter_tuned | CatBoost,device_os,other,email_free__source,0.1248027405130489,-0.039730693939106346,611
hyperparameter_tuned | CatBoost,device_os,other,velocity_4w,0.11378098977975296,0.033172104987705474,611
hyperparameter_tuned | CatBoost,device_os,other,date_of_birth_distinct_emails_4w,0.09582876375903605,0.03430939385872539,611
hyperparameter_tuned | CatBoost,device_os,other,days_since_request,0.09492127939710959,-0.02239601611434092,611
hyperparameter_tuned | CatBoost,device_os,other,velocity_24h,0.08890169261491958,-0.06351310292578873,611
hyperparameter_tuned | CatBoost,device_os,windows,device_os,0.7256978895390335,0.7256978895390335,354
hyperparameter_tuned | CatBoost,device_os,windows,has_other_cards,0.3877999862928899,0.020827105926882142,354
hyperparameter_tuned | CatBoost,device_os,windows,phone_home_valid,0.3548801091708061,-0.02338202338260742,354
hyperparameter_tuned | CatBoost,device_os,windows,name_email_similarity,0.3188252134888745,0.026196159013035708,354
hyperparameter_tuned | CatBoost,device_os,windows,current_address_months_count,0.3177599013822075,0.04613815674627065,354
hyperparameter_tuned | CatBoost,device_os,windows,keep_alive_session,0.3172855289022589,0.004813032558355197,354
hyperparameter_tuned | CatBoost,device_os,windows,income,0.3050231707254471,0.1309691598364136,354
hyperparameter_tuned | CatBoost,device_os,windows,prev_address_months_count,0.2850608266135087,0.03714401328009797,354
hyperparameter_tuned | CatBoost,device_os,windows,housing_status,0.25323323064626657,0.049839354804793706,354
hyperparameter_tuned | CatBoost,device_os,windows,customer_age,0.2363008173234234,0.06993005025515683,354
hyperparameter_tuned | CatBoost,device_os,windows,intended_balcon_amount,0.22204932074520603,0.031334679394638715,354
hyperparameter_tuned | CatBoost,device_os,windows,bank_branch_count_8w,0.20786262720774673,-0.009741650407666442,354
hyperparameter_tuned | CatBoost,device_os,windows,credit_risk_score,0.20354258389108346,0.10584779871962466,354
hyperparameter_tuned | CatBoost,device_os,windows,employment_status,0.16457088886433402,0.03887212168742406,354
hyperparameter_tuned | CatBoost,device_os,windows,email_is_free,0.1327546246786122,-0.016122492676748524,354
hyperparameter_tuned | CatBoost,device_os,windows,email_free__source,0.12042454417324047,-0.014090355073029569,354
hyperparameter_tuned | CatBoost,device_os,windows,velocity_4w,0.11206073005973372,0.029233572046168353,354
hyperparameter_tuned | CatBoost,device_os,windows,date_of_birth_distinct_emails_4w,0.09872620037370856,0.04913160562197885,354
hyperparameter_tuned | CatBoost,device_os,windows,days_since_request,0.08999951185373962,-0.0064343895780326855,354
hyperparameter_tuned | CatBoost,device_os,windows,velocity_24h,0.07884766782342872,-0.058706691858159195,354
hyperparameter_tuned | CatBoost,device_os,x11,device_os,0.43340111890636773,0.43340111890636773,6
hyperparameter_tuned | CatBoost,device_os,x11,phone_home_valid,0.3756872954595234,-0.0679565977296616,6
hyperparameter_tuned | CatBoost,device_os,x11,current_address_months_count,0.367952176181013,-0.06424107067182337,6
hyperparameter_tuned | CatBoost,device_os,x11,keep_alive_session,0.3516730824212184,0.053572455020874765,6
hyperparameter_tuned | CatBoost,device_os,x11,name_email_similarity,0.33865195388551994,-0.030206983871473057,6
hyperparameter_tuned | CatBoost,device_os,x11,prev_address_months_count,0.30885499672010414,-0.051776418917422,6
hyperparameter_tuned | CatBoost,device_os,x11,intended_balcon_amount,0.2968649884007901,-0.13038538823431836,6
hyperparameter_tuned | CatBoost,device_os,x11,income,0.2945140571103783,0.17802696209884586,6
hyperparameter_tuned | CatBoost,device_os,x11,has_other_cards,0.2459629632752118,0.2459629632752118,6
hyperparameter_tuned | CatBoost,device_os,x11,housing_status,0.21715593401449929,-0.005510395985594355,6
hyperparameter_tuned | CatBoost,device_os,x11,customer_age,0.21477633401842974,-0.03608676590530599,6
hyperparameter_tuned | CatBoost,device_os,x11,employment_status,0.17347642833469498,0.0337170838098076,6
hyperparameter_tuned | CatBoost,device_os,x11,email_is_free,0.14654630390737525,-0.01141162025650846,6
hyperparameter_tuned | CatBoost,device_os,x11,velocity_4w,0.14221054603253203,0.14221054603253203,6
hyperparameter_tuned | CatBoost,device_os,x11,bank_branch_count_8w,0.13033649028446567,-0.1278621705693909,6
hyperparameter_tuned | CatBoost,device_os,x11,email_free__source,0.1242838411857005,-0.0030000533858223163,6
hyperparameter_tuned | CatBoost,device_os,x11,credit_risk_score,0.11061947655951454,-0.05491901175581566,6
hyperparameter_tuned | CatBoost,device_os,x11,velocity_24h,0.10231652839295903,-0.08666793407469975,6
hyperparameter_tuned | CatBoost,device_os,x11,date_of_birth_distinct_emails_4w,0.028653345761477895,-0.02590933982587112,6
hyperparameter_tuned | CatBoost,device_os,x11,days_since_request,0.02591640063880805,-0.02473492573689584,6
hyperparameter_tuned | CatBoost,employment_status,CA,device_os,0.4380298198270945,-0.03145362980839687,1170
hyperparameter_tuned | CatBoost,employment_status,CA,has_other_cards,0.3962089955319993,0.0057975328481138285,1170
hyperparameter_tuned | CatBoost,employment_status,CA,phone_home_valid,0.36172774071300823,-0.00648697679016265,1170
hyperparameter_tuned | CatBoost,employment_status,CA,name_email_similarity,0.3272088486017429,0.051694553954833536,1170
hyperparameter_tuned | CatBoost,employment_status,CA,current_address_months_count,0.32510767303863675,0.013069762397104001,1170
hyperparameter_tuned | CatBoost,employment_status,CA,keep_alive_session,0.3211741485127403,-0.015348320886640796,1170
hyperparameter_tuned | CatBoost,employment_status,CA,prev_address_months_count,0.31139411811962275,0.0071871792163387465,1170
hyperparameter_tuned | CatBoost,employment_status,CA,income,0.30224160847017356,0.09830006694409889,1170
hyperparameter_tuned | CatBoost,employment_status,CA,housing_status,0.252174671510052,0.0302928533126527,1170
hyperparameter_tuned | CatBoost,employment_status,CA,intended_balcon_amount,0.23565128026373258,0.005142691207651037,1170
hyperparameter_tuned | CatBoost,employment_status,CA,customer_age,0.2131705492231733,-0.01468882091346651,1170
hyperparameter_tuned | CatBoost,employment_status,CA,bank_branch_count_8w,0.20530528798144096,0.008756616008956846,1170
hyperparameter_tuned | CatBoost,employment_status,CA,credit_risk_score,0.15296106684962416,0.045888506850130364,1170
hyperparameter_tuned | CatBoost,employment_status,CA,employment_status,0.13459719058856487,0.13459719058856487,1170
hyperparameter_tuned | CatBoost,employment_status,CA,email_is_free,0.13316027970721198,-0.018675083227070736,1170
hyperparameter_tuned | CatBoost,employment_status,CA,email_free__source,0.12149180145782554,-0.017483419961179674,1170
hyperparameter_tuned | CatBoost,employment_status,CA,velocity_4w,0.11469607668900365,0.026046053276185737,1170
hyperparameter_tuned | CatBoost,employment_status,CA,days_since_request,0.09010822795285275,-0.013134833186738425,1170
hyperparameter_tuned | CatBoost,employment_status,CA,velocity_24h,0.08660775225111282,-0.06388552842761362,1170
hyperparameter_tuned | CatBoost,employment_status,CA,date_of_birth_distinct_emails_4w,0.08504178244971206,0.03097435904852734,1170
hyperparameter_tuned | CatBoost,employment_status,CB,device_os,0.4331974397749603,-0.040787786424116304,166
hyperparameter_tuned | CatBoost,employment_status,CB,has_other_cards,0.38114649783834725,0.023176968894612394,166
hyperparameter_tuned | CatBoost,employment_status,CB,name_email_similarity,0.35337822248782197,0.1405229516869111,166
hyperparameter_tuned | CatBoost,employment_status,CB,income,0.3508962833959519,0.15851964945748007,166
